,employees,name,naf
21179058,22,CONSTRUCTYS,94.99Z
21202578,42,CAF 69,84.30C
21209209,22,SITE DE BEZIERS,84.30C
21209213,22,SITE ADMINISTRATIF BEZIERS - DULLAGUE,84.30C
21219357,32,CAF DE MAINE-ET-LOIRE,84.30C
21224826,32,CAF 42,84.30C
21225780,22,CAF DE L ARDECHE,84.30C
21283094,22,"STARBUCKS,BRIOCHE DOREE,CLASS CROUT",56.10A
21285936,32,LE TRAIN BLEU,56.10A
21285940,22,SSP,56.10A
21348471,22,LA TABLE HERMES,32.13Z
21368336,22,ANTENNE CAF,88.99B
21374213,22,CERP RHIN RHONE,46.46Z
21391570,22,SIMIRE,31.09B
21411510,22,NETTE SERVICES,81.21Z
21446541,22,DSMS,43.21A
21446578,22,ACTEMIUM,33.12Z
21447622,22,CEGELEC / ACTEMIUM,43.21A
21447765,31,MAINTENANCE LOGISTIQUE PARIS,33.14Z
21447787,22,CEGELEC NDG INDUSTRIE,43.21A
21447938,22,ACTEMIUM MAINTENANCE DUNKERQUE,43.21A
21475927,22,LDB MICA RESEARCH GMBH,73.20Z
21480802,32,MOBIPEL,82.20Z
21503215,31,ANIMAS FRANCE,73.11Z
21516449,22,INSTITUT DES JEUNES SOURDS,87.10B
21516450,22,FOYER NOTRE DAME,87.10C
21523920,22,LE HELLO,45.31Z
21560193,41,CAPIO POLYCLINIQUE DU PARC TOULOUSE,86.10Z
21566066,22,LEROY MERLIN FRANCHISE,47.52B
21582803,22,TAP,49.32Z
21658235,22,CLEA MARKETING,73.11Z
21663484,22,AGENCE YOU,82.99Z
21670042,22,LE PETIT VAPOTEUR,47.91B
21723183,22,UTILE & AGREALE,81.21Z
21724827,32,NESTLE FRANCE FORCE DE VENTE,10.83Z
21725864,42,NACY MEUSE,81.21Z
21725969,41,AGENCE PARIS ET RESEAUX,81.22Z
21725971,32,BUREAU RESEAU,81.22Z
21725972,32,AGENCE DIRECT IDF,81.22Z
21725973,41,AGENCE GRANDS COMPTES MULTISERVICES,81.22Z
21725974,41,AGENCE HABITAT ET COLLECTIVITES IDF,81.22Z
21725975,41,AGENCE GRANDS COMPTES IDF1,81.22Z
21725976,51,AGENCE GRAND PARIS,81.22Z
21725981,22,ISS NAVAL,81.22Z
21732584,41,CHANEL,47.71Z
21733160,22,VOESTALPINE PROFILAFROID,24.33Z
21734050,22,CHIESI SAS,21.20Z
21734768,31,PSA MOTORSPORT,29.10Z
21739970,22,SBPI,96.03Z
21742195,32,DGEA,46.39B
21747775,22,DIRECTION COMMERCIALE,35.23Z
21748145,32,ENT CENTR GDF,35.23Z
21748234,31,GDF RD,35.23Z
21748305,22,DIR NEGOCE,35.23Z
21748413,31,GDF,35.11Z
21748883,22,OTIS,43.29B
21748902,31,OTIS HABITATION,43.29B
21748903,31,OTIS TERTIAIRE,43.29B
21748904,22,OTIS CONSTRUCTIONS NEUVES,43.29B
21750449,32,AGENCE HELVETIE,64.19Z
21752128,32,GIBAUD-TOURNIER BOTTU INTERNATIONAL,13.96Z
21755966,42,ONEY,64.19Z
21757187,22,TRANSPORTS GRAVELEAU,49.41A
21757305,31,ARRIVE-LOGISTIQUE,82.99Z
21757521,22,SOTEB,43.21A
21769237,22,SARIA,46.21Z
21769500,42,BANQUE POPULAIRE RIVES DE PARIS,64.19Z
21769913,22,PATISFRANCE PURATOS,46.38B
21771104,32,SGD,23.13Z
21771323,22,SELECTA,47.99B
21772189,51,AEROPORT D'ORLY,52.23Z
21772190,22,AEROPORT DU BOURGET,52.23Z
21772201,51,AEROPORT CHARLES DE GAULLE,52.23Z
21772606,22,COTY FRANCE,46.45Z
21774418,22,FIGAROMEDIAS,73.12Z
21775405,22,POMONA TERREAZUR,46.31Z
21775469,22,POMONA PASSIONFROID,46.39A
21775489,22,TERREAZUR,46.31Z
21775528,32,POMONA PASSIONFROID,46.38B
21775628,31,TERREAZUR,46.39B
21775899,31,IMMOBILIER TERTIAIRE,43.22B
21775938,31,AGENCE ATLANTIQUE-LIMOUSIN,35.30Z
21776049,22,AGENCE OUEST PROVENCE,35.30Z
21776093,22,PDE SO,35.30Z
21776094,22,AGENCE BOURGOGNE FRANCHE COMTE,35.30Z
21776099,22,AGENCE ALPES PROVENCE,35.30Z
21776115,32,AGENCE LYON METROPOLE,35.30Z
21776135,22,AGENCE LOIRE PORTE DU SUD,35.30Z
21776136,22,COFELY,43.22B
21776144,31,AGENCE NORMANDIE,35.30Z
21776147,22,PDE SE,35.30Z
21776159,22,AGENCE MAINE CENTRE POITOU,35.30Z
21776165,22,AGENCE ADOUR-PYRENEES,35.30Z
21776184,22,AGENCE SAVOIE DAUPHINE,35.30Z
21776189,31,COFELY SERVICES,35.30Z
21776193,31,TRAVAUX,35.30Z
21776194,41,IMMOBILIER PREMIUM,43.22B
21776199,31,AGENCE ATLANTIQUE ANJOU,35.30Z
21776208,32,AGENCE GARONNE,35.30Z
21776210,32,TERRITOIRES ET SERVICES PUBLICS,35.30Z
21776214,22,ENGIE COFELY BUSINESS LINE NUCLEAIR,35.30Z
21776217,22,AGENCE BRETAGNE,35.30Z
21776233,22,AGENCE COTE D'AZUR,35.30Z
21776235,22,COFELY,35.30Z
21776239,32,ENGIE COFELY IDF BUSINESS LINE INDUST SANTE RECHER,35.30Z
21776245,22,ENGIE COFELY,43.22B
21776246,32,TECHNOLOGIES,43.22B
21776288,22,AGENCE LANGUEDOC-ROUSSILLON,35.30Z
21776298,22,ENGIE COFELY,35.30Z
21776393,32,SITES D'EXCEPTION,35.11Z
21776446,41,ENGIE RESEAUX ENGIE COFELY ENGIE SOLUTIONS,43.22B
21776593,41,ENGIE RESEAUX,35.30Z
21777250,41,SNCF MARSEILLE 03 17 AV GENERAL LECLERC,49.10Z
21777257,31,SNCF RENNES 41 RUE AUGUSTE PAVIE,49.10Z
21777281,32,SNCF ROMILLY SUR SEINE 2 B RUE ARISTIDE BRIAND,49.10Z
21777300,32,SNCF GARE DE TOURS,49.10Z
21777343,22,SNCF TRAPPES AV DE L ARMEE LECLERC,49.10Z
21777356,32,SNCF VITRY SUR SEINE 27 RUE DES FUSILLES,49.10Z
21777373,32,SNCF MARSEILLE 01 31 BD VOLTAIRE,49.10Z
21777391,22,SNCF PARIS 08 20 RUE DE ROME,49.10Z
21777410,31,SNCF PARIS 10 50 RUE D ALSACE,49.10Z
21777433,22,SNCF PARIS 13 3 B BD DE L HOPITAL,49.10Z
21777460,22,SNCF AMIENS 3 RUE JULES BARNI,49.10Z
21777486,31,SNCF METZ 1 RUE DE CASTELNAU,49.10Z
21777508,22,SNCF AVIGNON 67 AV PIERRE SEMARD,49.10Z
21777510,22,SNCF LIMOGES 6 RUE ARISTIDE BRIAND,49.10Z
21777545,41,SNCF PARIS 10 39 BD DE LA CHAPELLE,49.10Z
21777567,41,SNCF CHATILLON 166 AV DE LA REPUBLIQUE,49.10Z
21777600,22,SNCF CLERMONT FERRAND 48 AV DE L UNION SOVIETIQUE,49.10Z
21777616,32,SNCF TOURS 11 RUE EDOUARD VAILLANT,49.10Z
21777617,32,SNCF NANTES CHE DE LA BONNETIERE,49.10Z
21777630,41,SNCF PARIS 13 7 BD DE L HOPITAL,49.10Z
21777656,31,SNCF NOGENT SUR OISE 1 RUE DE VERDUN,49.10Z
21777680,22,SNCF DIJON 13 AV ALBERT 1ER,49.10Z
21777681,32,SNCF TOULOUSE 11 RUE DE PERIOLE,49.10Z
21777788,31,SNCF VITRY SUR SEINE 21 AV DU PRESIDENT S ALLENDE,49.10Z
21777838,22,SNCF PERSAN 17 RUE D HADANCOURT,49.10Z
21777968,22,SNCF PARIS 10 76 BD DE MAGENTA,49.10Z
21778076,22,SNCF GARE DES PAVILLONS SOUS BOIS,49.10Z
21778080,32,SNCF PARIS 10 116 RUE DE MAUBEUGE,49.10Z
21778257,32,SNCF NANCY 6 RUE GABRIEL MOUILLERON,49.10Z
21778678,22,SNCF GARE DE WOIPPY,49.10Z
21778688,22,SNCF WOIPPY 6 CHE VICINAL,49.10Z
21778955,22,SNCF MULHOUSE 70 RUE OSCAR LESAGE,49.10Z
21779018,41,SNCF GARE DE STRASBOURG,49.10Z
21779043,22,SNCF PARIS 10 173 RUE DU FAUBOURG ST DENIS,49.10Z
21779045,22,SNCF MITRY MORY AV DU 8 MAI 1945,49.10Z
21779178,22,SNCF GARE DE CREIL,49.10Z
21779271,22,SNCF SOMAIN RUE ANDRE DENIMAL,49.10Z
21779433,31,SNCF GRANDE SYNTHE RTE DE SPYCKER,49.10Z
21779568,32,SNCF TERGNIER BD STEPHENSON,49.10Z
21779579,22,SNCF TERGNIER BD SALOMON DE CAUS,49.10Z
21779627,22,SNCF GARE DE LAON,49.10Z
21779646,22,SNCF LONGUEAU 2 RUE PIERRE SEMARD,49.10Z
21779752,32,SNCF ST GERMAIN EN LAYE RTE DE LA MUETTE,49.10Z
21779837,22,SNCF CERGY 4 RUE DU LENDEMAIN,49.10Z
21780222,32,SNCF GARE DE CAEN,49.10Z
21780340,22,SNCF TRAPPES RTE NATIONALE 10,49.10Z
21780418,32,SNCF LE MANS 4 ALL DES GEMEAUX,49.10Z
21780419,22,SNCF LE MANS 58 AV JEAN JAURES,49.10Z
21781039,22,SNCF JUVISY SUR ORGE 10 RUE DES GAULOIS,49.10Z
21781053,22,SNCF FLEURY LES AUBRAIS 19 RUE DU 11 OCTOBRE,49.10Z
21781061,22,SNCF IVRY SUR SEINE 19 B AV PIERRE SEMARD,49.10Z
21781254,32,SNCF SAINTES 19 AV JULES DUFAURE,49.10Z
21781324,31,SNCF GARE DE BORDEAUX,49.10Z
21781601,22,SNCF GARE DE HENDAYE,49.10Z
21781699,41,SNCF PERIGUEUX 21 RUE PIERRE SEMARD,49.10Z
21781965,41,SNCF ST PIERRE DES CORPS 71 RUE DES ATELIERS,49.10Z
21782342,22,SNCF GARE DE TARBES,49.10Z
21782473,22,SNCF MIGENNES RUE GABRIEL CORDIER,49.10Z
21782691,22,SNCF VENISSIEUX 10 AV PIERRE SEMARD,49.10Z
21782913,22,SNCF OULLINS AV DES SAULES,49.10Z
21782933,31,SNCF FEYZIN 7 RUE DU 8 MAI 1945,49.10Z
21782938,32,SNCF GARE DE LYON PART DIEU LYON 03,49.10Z
21782940,22,SNCF PORTES LES VALENCE RUE JEAN JACQUES ROUSSEAU,49.10Z
21782951,22,SNCF LYON 02 3 PL DES ARCHIVES,49.10Z
21783055,32,SNCF LYON 08 80 RUE DE LA CROIX BARRET,49.10Z
21783071,22,SNCF GARE DE ST ETIENNE CHATEAUCREUX,49.10Z
21783269,32,SNCF NEVERS 2 RUE HUBERT GIRAUD,49.10Z
21783602,22,SNCF GARE DE CHAMBERY,49.10Z
21783901,41,SNCF MARSEILLE 12 38 TRA DE LA TREVARESSE,49.10Z
21784216,22,SNCF GARE DE MONTPELLIER,49.10Z
21784229,22,SNCF BEZIERS 72 AV DU PRESIDENT WILSON,49.10Z
21784380,41,SNCF STRASBOURG 26 RUE DU REMPART,49.10Z
21784539,41,SNCF ST DENIS 2 PL AUX ETOILES,49.10Z
21784558,31,SNCF THIONVILLE 5 RUE DU CHEMIN DE FER,49.10Z
21784561,32,SNCF VILLETANEUSE 1 RUE MARCEL SEMBAT,49.10Z
21784567,41,SNCF GARE DE LILLE FLANDRES,49.10Z
21784583,22,SNCF GARE DE ROUEN,49.10Z
21784618,22,SNCF GARE DE LIMOGES BENEDICTINS LIMOGES,49.10Z
21784630,41,SNCF VILLENEUVE ST GEORGES 1 RUE DU TGV,49.10Z
21784655,31,SNCF MIRAMAS 7 AV DU MARECHAL JUIN,49.10Z
21784674,32,SNCF GARE DE DIJON,49.10Z
21784686,22,SNCF VIERZON 3 RUE DES ATELIERS,49.10Z
21784694,31,SNCF MERICOURT RUE DU PETIT CHEMIN VERT,49.10Z
21784749,32,SNCF LIMOGES 1 PLE MONTPLAISIR,49.10Z
21784775,32,SNCF BORDEAUX 1 RUE GRAVELOTTE,49.10Z
21784783,22,SNCF LILLE 115 RUE DU PROFESSEUR LANGEVIN,49.10Z
21784933,41,SNCF LILLE 57 RUE FERDINAND MATHIAS,49.10Z
21784950,32,SNCF AMIENS 39 RUE RIOLAN,49.10Z
21785020,22,SNCF GARE DE PARIS MONTPARNASSE PARIS 15,49.10Z
21785060,31,SNCF GARE DE MANTES LA JOLIE,49.10Z
21785105,22,SNCF COLOMBIER SAUGNIEU GARE DE LYON ST EXUPERY,49.10Z
21785160,22,SNCF PARIS 07 2 RUE R. ESNAULT PELTERIE,49.10Z
21785229,41,SNCF GARE DE LYON PERRACHE LYON 02,49.10Z
21785279,22,SNCF LILLE 1 PL FRANCOIS MITTERRAND,49.10Z
21785356,22,SNCF BRETIGNY SUR ORGE 7 RUE PIERRE BROSSOLETTE,49.10Z
21785609,32,SNCF GARE DE SOTTEVILLE LES ROUEN,49.10Z
21785802,22,SNCF CLERMONT FERRAND 139 AV JEAN MERMOZ,49.10Z
21785993,22,SNCF TREMBLAY EN FRANCE RUE DU VERSEAU,49.10Z
21786017,32,SNCF BORDEAUX IMP DES ACACIAS,49.10Z
21786029,22,SNCF CHAMBERY 731 CHE DE LA ROTONDE,49.10Z
21786030,31,SNCF CHAMBERY 791 CHE DE LA ROTONDE,49.10Z
21786039,31,SNCF DIJON 2 RUE JEAN BAPTISTE PEINCEDE,49.10Z
21786041,31,SNCF DIJON 32 RUE JEAN BAPTISTE PEINCEDE,49.10Z
21786045,32,SNCF DIJON 9 RUE MARIOTTE,49.10Z
21786077,22,SNCF LYON 03 129 RUE SERVIENT,49.10Z
21786089,32,SNCF LYON 03 T02 10-12 BD MARIUS VIVIER MERLE,49.10Z
21786143,22,SNCF MONTPELLIER 12 RUE COLIN,49.10Z
21786153,32,SNCF ST DENIS 275 AV DU PRESIDENT WILSON,49.10Z
21786156,22,SNCF PUTEAUX RUE CARPEAUX,49.10Z
21786181,22,SNCF CLERMONT FERRAND 187 AV J. MERMOZ,49.10Z
21788368,32,THALES RESEARCH AND TECHNOLOGY,70.10Z
21788787,32,GROUPE MARIE CLAIRE,58.14Z
21789012,51,PCD,20.42Z
21790982,22,C. TOURAINE,35.13Z
21791707,22,EDF ILE DE LA REUNION,35.13Z
21791715,22,EDF GUYANE,35.13Z
21791726,32,CTRE NAT EQUIPEMENT NUCLEAIR,35.13Z
21791736,42,CTRE ING PARC NUCL EN EXPLT,35.13Z
21792029,42,CENTRE PRODUCT NUCLEAIRE BUGEY,35.11Z
21792030,42,CNPE DU BLAYAIS,35.11Z
21792032,41,CNPE DE ST LAURENT DES EAUX,35.11Z
21792033,42,C P N CHINON,35.11Z
21792034,42,CNPE DE CRUAS MEYSSE,35.11Z
21792035,42,CNPE DE PALUEL,35.11Z
21792036,42,CENTRE NUCLEAIRE DE PRODUCTION D'ELECTRICITE,35.11Z
21792461,22,C. NANTES ATLANTIQUE,35.13Z
21792593,42,C P N DU TRICASTIN,35.11Z
21792594,42,C P N GRAVELINES,35.11Z
21792682,32,EDF SCES ARCHIPEL GUADELOUPE,35.13Z
21792693,22,C. CORSE,35.11Z
21792694,22,C. CORSE,35.13Z
21792816,22,EDF MARTINIQUE,35.11Z
21792908,41,CTRE NAT EQUIP PRODUCT ELECT,35.11Z
21793380,22,EDF,35.11Z
21793426,22,EDF,35.13Z
21793881,32,CNPE DE FESSENHEIM,35.11Z
21793883,41,CNPE DE PENLY,35.11Z
21793885,41,CNPE DE NOGENT SUR SEINE,35.11Z
21793886,41,CNPE DE BELLEVILLE,35.11Z
21793887,41,CNPE DE SAINT ALBAN,35.11Z
21793889,41,CNPE DE CHOOZ,35.11Z
21793890,41,CNPE DE CIVAUX,35.11Z
21793891,41,CNPE DE GOLFECH,35.11Z
21793907,41,CNPE DE FLAMANVILLE,35.11Z
21794037,22,ENERGIE NORMANDIE,35.11Z
21794096,32,UP DE CORDEMAIS,35.11Z
21794478,22,UNITE SERVICE NORD OUEST,35.13Z
21794484,22,U S I OUEST,35.13Z
21794511,31,U S I ILE DE FRANCE,35.13Z
21794519,22,UNITE SERVICES SUD OUEST,35.11Z
21794522,22,UNITE DE SERVICES MEDITERRANNEE,35.13Z
21794539,32,U S I RHONE ALPES,35.13Z
21794551,22,UNITE DE SERVICES EST,35.13Z
21794592,42,CNPE DE DAMPIERRE EN BURLY,35.11Z
21794861,32,C C A S (AGENTS E G F),94.20Z
21795421,32,DIVISION PRODUCTION NUCLEAIRE,35.13Z
21795436,31,DIVISION COMBUSTIBLE NUCLEAIRE,35.11Z
21795617,22,DIR COMMERCIALE GRDS CLIENTS,35.13Z
21795654,41,USI OUEST,35.11Z
21795817,22,UNITE DE SERVICES MEDITERRANEE,35.13Z
21795941,22,EDF SERVICES GUYANE PRODUCTION,35.11Z
21796306,22,DIVISION INGENIERIE NUCLEAIRE,35.13Z
21796775,22,EM DPI,35.13Z
21796776,22,EDF MARTINIQUE,35.13Z
21796812,31,PRESIDENCE DG,35.13Z
21796927,41,SG-DSII-SERVICE CENTRAL,35.11Z
21797000,32,EDF SA,35.11Z
21797213,22,DIV PARTIC. ET PROFESSIONNELS,35.13Z
21797762,32,SG-D.G.S.C.,35.13Z
21797918,41,TETE DE BRANCHE COMMERCE,35.13Z
21798014,22,UNITE SERVICES NORD OUEST,35.11Z
21798230,41,EDF RECHERCHE ET DEVELOPPEMENT,35.13Z
21798394,22,DIVISION PARTICULIERS PROFESSIONNELS,35.13Z
21798511,32,DIVISION PARTICULIERS ET PROFESSIONNELS,35.13Z
21798603,31,UNITE SERVICES MEDITERRANEE,35.11Z
21798608,41,CENTRE EXPER INSP REAL EXPLOIT,35.11Z
21798617,22,CENTR EXPER INSP REAL EXPLOIT,35.11Z
21798736,32,DOAAT,35.11Z
21798906,22,SECRETARIAT GENERAL,35.13Z
21798955,22,N.C.-D.P.I.T.,35.11Z
21798956,22,N.C.-D.P.I.H.,35.11Z
21798993,22,U.P.M,35.11Z
21799061,42,D I T,35.13Z
21799097,22,DIV ENTREPRISES,35.11Z
21799283,32,SITE DE BASSO CAMBO,35.11Z
21799316,31,EDF,35.14Z
21799363,22,EDF SA,35.14Z
21799529,42,EDF R & D,35.11Z
21799553,42,EDF-SMART SLDE,35.11Z
21799611,42,APTAR LE VAUDREUIL,22.22Z
21799612,41,APTAR LE NEUBOURG,22.22Z
21799617,22,APTAR B+H,82.99Z
21799765,22,MONOPRIX,47.11F
21799773,31,MONOPRIX,47.11E
21799783,22,MONOPRIX,47.11D
21799885,22,SUPER MONOPRIX,47.11F
21800578,22,SDV PROJETS INDUSTRIELS,52.29B
21800579,31,ATT-SCCM SCAC TRANSCAP INTERNATIONAL TTA,52.29B
21800589,32,SCAC AIR SERVICE   TTA,52.29B
21800591,22,BOLLORE LOGISTICS,52.29B
21803188,22,UD-UNION DISTRIBUTION,46.18Z
21805699,22,COMPAGNIE IBM FRANCE,62.02A
21807590,22,CAR MARSEILLE TOULON,64.19Z
21808383,31,SOCIETE GENERALE,64.19Z
21808915,22,SG - DRIF NORD,64.19Z
21808996,42,SG - LA DEFENSE BASALTE (0430.0),64.19Z
21814545,22,CHARVET,28.93Z
21815616,22,BANQUE POPULAIRE DU SUD,64.19Z
21815814,22,"BANQUE DUPUY, DE PARSEVAL PAR BANQU",64.19Z
21816430,22,CHARVET LA MURE BIANCO,46.71Z
21824498,22,GALERIES LAFAYETTE,47.19A
21825109,32,TYCO INTEGRATED FIRE & SECURITY FRA,28.14Z
21829475,22,CLINIQUE DES 2 CAPS,86.10Z
21829536,22,LV OVERSEAS LE HAVRE,52.29B
21832286,32,G2R CLER CALBERSON LOGISTIQUE ENVIRONNEMENT,52.29A
21834095,31,PONTICELLI FRERES,33.20A
21834743,32,DIRECTION EXPLOITATION,52.21Z
21836619,22,CHRISTOFLE,32.12Z
21837195,22,PIZZA PINO,56.10A
21837375,22,UNIVAR SOLUTIONS,46.75Z
21837421,22,SMITHS CONNECTORS,27.33Z
21837783,31,CONDE NAST,58.13Z
21837857,31,CIE GENERALE TRAVAUX D'HYDRAULIQUE,42.21Z
21838085,41,BALAS,43.91B
21840669,22,FRUIDOR DUNKERQUE,46.31Z
21842707,41,HOWMET SAS,24.54Z
21844697,22,INTERFLORA,82.99Z
21844917,42,RAZEL DIVISION GRANDS TRAVAUX,43.12B
21844966,22,RAZEL-BEC SACLAY EXPORT,43.12A
21846324,32,DIVISION LACOSTE,14.39Z
21852502,41,RMTT,49.31Z
21852844,22,CLINIQUE DES HAUTS DE FRANCE,86.10Z
21852922,22,POMPES GUINARD AGENCE DE ROUEN,28.13Z
21864389,22,LADUREE,56.10A
21864827,22,LATECOERE,30.30Z
21865066,22,CAMPINGAZ,25.29Z
21866154,22,ATHLON CAR LEASE,77.11B
21866175,41,UNION TECHNIQUE DU BATIMENT,43.22A
21867096,22,CHAUVIN ARNOUX INDUSTRIE,46.52Z
21867101,22,CHAUVIN ARNOUX INDUSTRIE,26.51B
21870411,22,CUISINE CENTRALE SOGERES,56.29B
21872124,22,BANQUE DE FRANCE,64.11Z
21872165,22,BQUE DE FRANCE,64.11Z
21872246,42,SERVICE DE L'ACP,64.11Z
21872263,32,BANQUE DE FRANCE PHM,64.11Z
21872264,42,SERVICES DE L'ACPR,64.11Z
21873936,22,L.B.D,46.90Z
21874467,32,ASF,52.21Z
21874485,22,DIRECTION REGIONALE DE NARBONNE,52.21Z
21875080,22,CEDEO - CLIM+ - CDL ELEC - DISPART - ENVIE DE SAL,46.73B
21875359,22,CEDEO,46.74B
21879217,22,CLUB MEDITERRANNEE,55.20Z
21879218,22,CLUB MEDITERRANNEE  VAL CLARET,55.20Z
21879294,41,CLUB MED VOYAGES,55.20Z
21879298,22,HOTEL ANTARES,55.20Z
21879351,22,GRAND MASSIF SAMOENS MORILLON,55.20Z
21879356,32,CLUB MED LA ROSIERE,55.20Z
21879412,22,SONEPAR CONNECT,46.69A
21879455,22,ALLIANCE LOGISTIQUE,46.69A
21880138,22,SIREY-L'ARGUS EDITION,58.11Z
21880441,22,ARESIA-ROUVIGNIES,30.30Z
21881481,22,LYCEE PRIVE ST MICHEL DE PICPUS,85.31Z
21881932,41,HOTEL RITZ,55.10Z
21882949,22,BHV,47.19A
21883042,22,BURBERRY,47.51Z
21885450,22,ECOLE SECONDAIRE PRIVEE DES ROCHES,85.31Z
21888546,22,TIV,49.39A
21895731,32,CENTRE E.LECLERC,47.11B
21897889,22,ERMONT,28.92Z
21898635,22,THE PUMA STORE,46.42Z
21898797,22,EIFFAGE CONSTRUCTION HAUT RHIN,41.20B
21900436,31,LYCEE PRIVE NOTRE DAME,85.31Z
21900450,22,CLINIQUE SAINT GERMAIN,86.10Z
21908685,22,CAPRI,25.62A
21909575,32,GUERLAIN,20.42Z
21909909,22,AZ MEDITERRANEE,46.31Z
21911565,32,ATMB,52.21Z
21913117,22,AXIMUM LYON,42.11Z
21914180,22,LES EDITIONS MARECHAL ET LE CANARD ENCHAINE,58.14Z
21914487,22,VERSAILLES,68.32A
21917495,22,PROVA,10.83Z
21922271,22,CLEA AUTOMATION / ACTEMIUM,71.12B
21930678,31,CLINIQUE CONTI,86.10Z
21933660,22,VERSAILLES VOYAGES / KAPPA CLUB-LLEATOURS /,79.11Z
21934953,22,CRT RECHERCHE ST VULBAS,21.20Z
21945102,22,LA METALLISATION SOUS VIDE  M S V,22.29A
21946158,32,DEPT PROTECTION DES CULTURES,20.20Z
21946440,22,ERMEWA,82.99Z
21958070,31,SCASO,46.17A
21972697,22,VENTHENAT,17.12Z
21974441,22,FUTURAMEDIA,73.11Z
21978198,22,ROYE CONDITIONNEMENT,10.81Z
21982326,22,MANUFACTURE CLUIZEL,10.82Z
21985958,32,BANQUE POPULAIRE AUVERGNE RHONE ALPES,64.19Z
22004724,22,CHRISTIAN DIOR,14.13Z
22004792,22,CHRISTIAN DIOR,47.71Z
22005055,22,GEBERIT,46.73B
22020033,41,CLINIQUE MATHILDE,86.10Z
22020629,22,ORTEC SERVICES INDUSTRIE DEPARTEMENT ORALYS,82.99Z
22027314,32,VORWERK FRANCE DIVISION KOBOLD,47.99A
22027343,22,VORWERK FRANCE DIVISION THERMOMIX,47.99A
22027345,22,VORWERK FRANCE,47.99A
22027346,22,VORWERK FRANCE,47.54Z
22027350,22,VORWERK FRANCE,47.99B
22027374,22,VORWERK FRANCE DIVISION THERMOMIX,47.54Z
22027382,22,VORWERK FRANCE THERMOMIX,47.99A
22027384,22,VORWERK FRANCE DIVISION KOBOLD,47.54Z
22028579,32,MERCEDES-BENZ FRANCE,45.11Z
22030039,22,HALADJIAN FRERES,46.63Z
22038625,22,HERVE THERMIQUE,43.22B
22041661,32,EIFFAGE RAIL IDF,42.12Z
22041889,32,JUNGHEINRICH,33.12Z
22048965,22,KERASTASE MIZANI L'OREAL PROFESSION,46.45Z
22048976,32,ESSIE,20.42Z
22049027,22,CENTREAL,47.75Z
22049134,22,LESPACE,20.42Z
22049989,41,BNP PARIBAS LEASE GROUP,64.19Z
22055240,22,COMPASS GROUP FRANCE ESSH 4205,56.29A
22056069,31,COMPASS GROUP FRANCE 1613N,56.29A
22057728,22,COMPASS GROUP FRANCE 8817,56.29A
22057926,22,COMPASS GROUP FRANCE C570,56.29A
22059508,22,AGENCE VOIE ET ITE NORD EST,42.12Z
22059512,22,AGENCE VOIE IDF NORMANDIE ET OUEST,42.12Z
22059542,31,AGENCE GRANDS TRAVAUX,42.12Z
22059552,22,CENTRE CATENAIRE SUD ET EST,42.12Z
22059556,22,CENTRE CATENAIRE NORD ET OUEST,42.22Z
22059568,22,VOIE FERREE URBAINE,42.12Z
22059650,32,DIR D'EXPLOITATION DE REIMS-TINQUEUX,52.21Z
22059954,22,AUTOROUTE A 13,52.21Z
22070020,22,SCARMOR RIEC,52.10A
22071521,32,LE SAINT,46.31Z
22074755,32,INTERTECHNIQUE CIRCULATION DE CARBURANT,26.51B
22079952,22,CLINIQUE VICTOR PAUCHET DE BUTLER,86.10Z
22080921,22,LA BELLE CHAURIENNE,10.85Z
22084575,32,STELMI,22.19Z
22084984,41,DOMICILE-UP-LE CHEQUE DEJEUNER,66.19B
22091565,22,PERRIER BOURGOGNE FRANCHE COMTE,49.41B
22091829,41,DELPEYRAT,10.13A
22093092,31,SIGNAUX GIROD,25.99B
22095948,22,AZUR PRODUCTION,22.23Z
22108045,22,C.G.C.,46.38B
22109723,32,ODDOGROUP-ODDOGESTIONPRIVEE-ODDOGP,66.12Z
22109743,22,ODDO BHF SCA,66.12Z
22110135,22,SECHAUD & METZ,71.12B
22111373,22,USINE TUBERIE,24.20Z
22111390,31,VALLOUREC SERVICES CENTER-VSC,62.02A
22116277,22,GDE NORMANDIE,38.32Z
22133043,22,CINESYSTEM,70.10Z
22134629,32,LABORATOIRE PIERRE FABRE,70.10Z
22135624,31,"DAIMLER, OMNIPLUS, MERCEDES - BENZ, SETRA, BUSSTOR",29.10Z
22135625,41,AUTOCARS SETRA MERCEDES BENZ AUTOBUS,29.10Z
22136969,22,CUISINE CENTRALE DE CHELLES,56.29B
22137232,22,ROSNY ACCESSIT,56.29B
22140369,41,REF INTERNE   142475,56.29B
22141896,31,REF 160720,56.29B
22148332,22,B.N.P. CENTRE D'APPUI DE LYON,64.19Z
22149162,41,26 A 34 RUE LOUIS LE GRAND,64.19Z
22149312,22,BNPPARIBAS,64.19Z
22149435,41,GPAC ACTIVITES NATIONALE,64.19Z
22149907,22,OFFICE NATIONAL DES FORETS,02.40Z
22149917,22,AGENCE DEPARTEMENTALE HAUTE MARNE,02.40Z
22149954,31,DIRECTION TERRITORIALE LORRAINE,02.40Z
22149958,31,DIRECTION TERRITORIALE MEDITERRANEE,02.40Z
22149962,22,DIR TERRITORIALE ILE FRANCE NORD OUEST,02.40Z
22150024,22,DIRECTION REGIONALE,02.40Z
